Sport,Year,Team,gold_medals,silver_medals,bronze_medals,total_medals,participants,sport_total_medals,sport_total_participants,Host
Boxing,2020,Dominican Republic,0,0,0,0,7,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,China,0,2,0,2,6,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Chinese Taipei,0,0,1,1,4,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Zambia,0,0,0,0,3,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Mauritius,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Mexico,0,0,0,0,3,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Slovakia,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,United States,0,3,1,4,10,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Brazil,1,1,1,3,7,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Eswatini,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Poland,0,0,0,0,4,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Spain,0,0,0,0,4,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Netherlands,0,0,1,1,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Hungary,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Romania,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Mozambique,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Burundi,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Tunisia,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,South Korea,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Japan,1,0,2,3,6,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Namibia,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Botswana,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Bahrain,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Peru,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Philippines,0,2,1,3,4,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Democratic Republic of the Congo,0,0,0,0,4,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Cameroon,0,0,0,0,3,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Iran,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Tajikistan,0,0,0,0,3,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Vietnam,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,New Zealand,0,0,1,1,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Finland,0,0,1,1,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Trinidad and Tobago,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Serbia,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Egypt,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Puerto Rico,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Antigua and Barbuda,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Kosovo,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Refugee Olympic Team,0,0,0,0,2,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Ghana,0,0,1,1,3,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,El Salvador,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Papua New Guinea,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Haiti,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2020,Cape Verde,0,0,0,0,1,39,289," Tokyo, Japan (postponed to 2021 due to the coronavirus pandemic)"
Boxing,2016,Algeria,0,0,0,0,8,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Egypt,0,0,0,0,4,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Kazakhstan,1,2,2,5,12,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Azerbaijan,0,1,1,2,11,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Iraq,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Russia,1,0,3,4,11,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Armenia,0,0,0,0,5,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Turkmenistan,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Great Britain,1,1,1,3,12,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Kyrgyzstan,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Nigeria,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Uzbekistan,3,2,2,7,11,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Jordan,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Seychelles,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Cuba,3,0,3,6,10,39,283," Rio de Janeiro, Brazil"
Boxing,2016,France,2,2,2,6,10,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Brazil,1,0,0,1,9,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Venezuela,0,0,1,1,8,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Thailand,0,0,0,0,5,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Morocco,0,0,1,1,7,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Belarus,0,0,0,0,3,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Bulgaria,0,0,0,0,3,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Colombia,0,1,1,2,5,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Mongolia,0,0,1,1,6,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Hungary,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,United States,1,1,1,3,8,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Ireland,0,0,0,0,7,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Canada,0,0,0,0,3,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Argentina,0,0,0,0,6,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Ukraine,0,0,0,0,5,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Panama,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Italy,0,0,0,0,7,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Spain,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Ecuador,0,0,0,0,4,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Tunisia,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Chinese Taipei,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Federated States of Micronesia,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Puerto Rico,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Mauritius,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,United States Virgin Islands,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Dominican Republic,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Mexico,0,0,1,1,5,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Turkey,0,0,0,0,6,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Qatar,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Netherlands,0,1,0,1,3,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Cameroon,0,0,0,0,4,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Germany,0,0,1,1,6,39,283," Rio de Janeiro, Brazil"
Boxing,2016,South Korea,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Namibia,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Fiji,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Haiti,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Croatia,0,0,1,1,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,China,0,1,3,4,11,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Poland,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Uganda,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Papua New Guinea,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,India,0,0,0,0,3,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Philippines,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Sweden,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Australia,0,0,0,0,3,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Honduras,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Congo (Brazzaville),0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Central African Republic,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Lesotho,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Cape Verde,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Japan,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Zambia,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Romania,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Kenya,0,0,0,0,3,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Ghana,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Trinidad and Tobago,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Lithuania,0,0,0,0,2,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Finland,0,0,1,1,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Iran,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Vanuatu,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2016,Tajikistan,0,0,0,0,1,39,283," Rio de Janeiro, Brazil"
Boxing,2012,Morocco,0,0,0,0,8,39,283," London, United Kingdom"
Boxing,2012,Algeria,0,0,0,0,8,39,283," London, United Kingdom"
Boxing,2012,Cameroon,0,0,0,0,5,39,283," London, United Kingdom"
Boxing,2012,Iraq,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Kazakhstan,1,1,2,4,11,39,283," London, United Kingdom"
Boxing,2012,Great Britain,3,1,1,5,10,39,283," London, United Kingdom"
Boxing,2012,Nigeria,0,0,0,0,3,39,283," London, United Kingdom"
Boxing,2012,Bulgaria,0,0,1,1,4,39,283," London, United Kingdom"
Boxing,2012,Seychelles,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Spain,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Russia,1,2,3,6,10,39,283," London, United Kingdom"
Boxing,2012,Cuba,2,0,2,4,8,39,283," London, United Kingdom"
Boxing,2012,Kenya,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Brazil,0,1,2,3,10,39,283," London, United Kingdom"
Boxing,2012,Thailand,0,1,0,1,3,39,283," London, United Kingdom"
Boxing,2012,Dominican Republic,0,0,0,0,3,39,283," London, United Kingdom"
Boxing,2012,Uzbekistan,0,0,1,1,6,39,283," London, United Kingdom"
Boxing,2012,France,0,0,0,0,5,39,283," London, United Kingdom"
Boxing,2012,Australia,0,0,0,0,11,39,283," London, United Kingdom"
Boxing,2012,Ireland,1,1,2,4,6,39,283," London, United Kingdom"
Boxing,2012,Philippines,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Azerbaijan,0,0,2,2,8,39,283," London, United Kingdom"
Boxing,2012,Moldova,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Ukraine,2,1,2,5,7,39,283," London, United Kingdom"
Boxing,2012,India,0,0,1,1,8,39,283," London, United Kingdom"
Boxing,2012,Nicaragua,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,United States,1,0,1,2,12,39,283," London, United Kingdom"
Boxing,2012,Mongolia,0,1,1,2,4,39,283," London, United Kingdom"
Boxing,2012,Italy,0,2,1,3,7,39,283," London, United Kingdom"
Boxing,2012,Ecuador,0,0,0,0,7,39,283," London, United Kingdom"
Boxing,2012,Denmark,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Benin,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Czech Republic,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Zambia,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Tajikistan,0,0,1,1,4,39,283," London, United Kingdom"
Boxing,2012,Puerto Rico,0,0,0,0,5,39,283," London, United Kingdom"
Boxing,2012,Canada,0,0,0,0,3,39,283," London, United Kingdom"
Boxing,2012,Mauritius,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Jordan,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Ghana,0,0,0,0,3,39,283," London, United Kingdom"
Boxing,2012,Belarus,0,0,0,0,3,39,283," London, United Kingdom"
Boxing,2012,China,1,1,1,3,9,39,283," London, United Kingdom"
Boxing,2012,Montenegro,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Serbia,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Turkey,0,0,0,0,6,39,283," London, United Kingdom"
Boxing,2012,Tunisia,0,0,0,0,5,39,283," London, United Kingdom"
Boxing,2012,Venezuela,0,0,0,0,3,39,283," London, United Kingdom"
Boxing,2012,Afghanistan,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,New Zealand,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Iran,0,0,0,0,4,39,283," London, United Kingdom"
Boxing,2012,Armenia,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,South Korea,0,1,0,1,2,39,283," London, United Kingdom"
Boxing,2012,Hungary,0,0,0,0,3,39,283," London, United Kingdom"
Boxing,2012,Germany,0,0,0,0,4,39,283," London, United Kingdom"
Boxing,2012,Egypt,0,0,0,0,5,39,283," London, United Kingdom"
Boxing,2012,Niger,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Turkmenistan,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Panama,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Romania,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Namibia,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Lithuania,0,0,1,1,2,39,283," London, United Kingdom"
Boxing,2012,Tanzania,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,North Korea,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Sweden,0,0,0,0,3,39,283," London, United Kingdom"
Boxing,2012,Gabon,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,South Africa,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Mozambique,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Colombia,0,0,0,0,3,39,283," London, United Kingdom"
Boxing,2012,Argentina,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Poland,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Honduras,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Mexico,0,0,0,0,2,39,283," London, United Kingdom"
Boxing,2012,Japan,1,0,1,2,4,39,283," London, United Kingdom"
Boxing,2012,Congo (Kinshasa),0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Botswana,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Syria,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2012,Trinidad and Tobago,0,0,0,0,1,39,283," London, United Kingdom"
Boxing,2008,Kazakhstan,1,0,1,2,10,33,283," Beijing, China"
Boxing,2008,Cuba,0,4,4,8,10,33,283," Beijing, China"
Boxing,2008,Kenya,0,0,0,0,4,33,283," Beijing, China"
Boxing,2008,United States,0,0,1,1,8,33,283," Beijing, China"
Boxing,2008,Colombia,0,0,0,0,5,33,283," Beijing, China"
Boxing,2008,Morocco,0,0,0,0,10,33,283," Beijing, China"
Boxing,2008,Thailand,1,1,0,2,8,33,283," Beijing, China"
Boxing,2008,Puerto Rico,0,0,0,0,5,33,283," Beijing, China"
Boxing,2008,Uzbekistan,0,0,0,0,7,33,283," Beijing, China"
Boxing,2008,Haiti,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Russia,2,0,1,3,11,33,283," Beijing, China"
Boxing,2008,South Korea,0,0,1,1,5,33,283," Beijing, China"
Boxing,2008,Egypt,0,0,0,0,3,33,283," Beijing, China"
Boxing,2008,Ireland,0,1,2,3,5,33,283," Beijing, China"
Boxing,2008,Turkmenistan,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Botswana,0,0,0,0,2,33,283," Beijing, China"
Boxing,2008,Australia,0,0,0,0,9,33,283," Beijing, China"
Boxing,2008,Hungary,0,0,0,0,5,33,283," Beijing, China"
Boxing,2008,Algeria,0,0,0,0,7,33,283," Beijing, China"
Boxing,2008,Venezuela,0,0,0,0,6,33,283," Beijing, China"
Boxing,2008,Central African Republic,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Germany,0,0,0,0,4,33,283," Beijing, China"
Boxing,2008,Zambia,0,0,0,0,3,33,283," Beijing, China"
Boxing,2008,Italy,1,1,1,3,6,33,283," Beijing, China"
Boxing,2008,Brazil,0,0,0,0,6,33,283," Beijing, China"
Boxing,2008,Dominican Republic,1,0,0,1,6,33,283," Beijing, China"
Boxing,2008,South Africa,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Tunisia,0,0,0,0,5,33,283," Beijing, China"
Boxing,2008,France,0,2,1,3,9,33,283," Beijing, China"
Boxing,2008,Ukraine,1,0,1,2,7,33,283," Beijing, China"
Boxing,2008,Mauritius,0,0,1,1,2,33,283," Beijing, China"
Boxing,2008,Armenia,0,0,1,1,4,33,283," Beijing, China"
Boxing,2008,Spain,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Great Britain,1,0,2,3,7,33,283," Beijing, China"
Boxing,2008,Tajikistan,0,0,0,0,3,33,283," Beijing, China"
Boxing,2008,Nigeria,0,0,0,0,4,33,283," Beijing, China"
Boxing,2008,Ghana,0,0,0,0,6,33,283," Beijing, China"
Boxing,2008,Mongolia,1,1,0,2,4,33,283," Beijing, China"
Boxing,2008,Cameroon,0,0,0,0,3,33,283," Beijing, China"
Boxing,2008,Montenegro,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Greece,0,0,0,0,2,33,283," Beijing, China"
Boxing,2008,Bulgaria,0,0,0,0,2,33,283," Beijing, China"
Boxing,2008,Romania,0,0,0,0,2,33,283," Beijing, China"
Boxing,2008,Iran,0,0,0,0,3,33,283," Beijing, China"
Boxing,2008,Moldova,0,0,1,1,2,33,283," Beijing, China"
Boxing,2008,Ecuador,0,0,0,0,3,33,283," Beijing, China"
Boxing,2008,China,2,1,1,4,10,33,283," Beijing, China"
Boxing,2008,Azerbaijan,0,0,1,1,2,33,283," Beijing, China"
Boxing,2008,Namibia,0,0,0,0,3,33,283," Beijing, China"
Boxing,2008,Georgia,0,0,0,0,2,33,283," Beijing, China"
Boxing,2008,Gambia,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,United States Virgin Islands,0,0,0,0,2,33,283," Beijing, China"
Boxing,2008,Lithuania,0,0,0,0,3,33,283," Beijing, China"
Boxing,2008,Bahamas,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Poland,0,0,0,0,2,33,283," Beijing, China"
Boxing,2008,Sierra Leone,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Sweden,0,0,0,0,2,33,283," Beijing, China"
Boxing,2008,Japan,0,0,0,0,2,33,283," Beijing, China"
Boxing,2008,Belarus,0,0,0,0,4,33,283," Beijing, China"
Boxing,2008,Turkey,0,0,1,1,5,33,283," Beijing, China"
Boxing,2008,North Korea,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,India,0,0,1,1,5,33,283," Beijing, China"
Boxing,2008,Argentina,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Grenada,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Lesotho,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Sri Lanka,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Congo (Kinshasa),0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Mexico,0,0,0,0,3,33,283," Beijing, China"
Boxing,2008,Uganda,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Croatia,0,0,0,0,2,33,283," Beijing, China"
Boxing,2008,Madagascar,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Kyrgyzstan,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Philippines,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Samoa,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Canada,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Guatemala,0,0,0,0,1,33,283," Beijing, China"
Boxing,2008,Papua New Guinea,0,0,0,0,1,33,283," Beijing, China"
Boxing,2004,Uzbekistan,0,0,2,2,9,33,280," Athens, Greece"
Boxing,2004,Kyrgyzstan,0,0,0,0,2,33,280," Athens, Greece"
Boxing,2004,Azerbaijan,0,0,2,2,9,33,280," Athens, Greece"
Boxing,2004,Brazil,0,0,0,0,5,33,280," Athens, Greece"
Boxing,2004,Ethiopia,0,0,0,0,2,33,280," Athens, Greece"
Boxing,2004,Pakistan,0,0,0,0,5,33,280," Athens, Greece"
Boxing,2004,Morocco,0,0,0,0,7,33,280," Athens, Greece"
Boxing,2004,Syria,0,0,1,1,1,33,280," Athens, Greece"
Boxing,2004,Russia,3,0,3,6,11,33,280," Athens, Greece"
Boxing,2004,Iraq,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,United States,1,0,1,2,9,33,280," Athens, Greece"
Boxing,2004,Egypt,0,1,2,3,6,33,280," Athens, Greece"
Boxing,2004,Namibia,0,0,0,0,2,33,280," Athens, Greece"
Boxing,2004,Mexico,0,0,0,0,5,33,280," Athens, Greece"
Boxing,2004,Belarus,0,2,0,2,6,33,280," Athens, Greece"
Boxing,2004,Cuba,5,2,1,8,11,33,280," Athens, Greece"
Boxing,2004,Kazakhstan,1,1,1,3,8,33,280," Athens, Greece"
Boxing,2004,Iran,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,France,0,1,0,1,6,33,280," Athens, Greece"
Boxing,2004,Turkey,0,1,0,1,7,33,280," Athens, Greece"
Boxing,2004,South Korea,0,0,2,2,7,33,280," Athens, Greece"
Boxing,2004,Hungary,0,0,0,0,5,33,280," Athens, Greece"
Boxing,2004,Turkmenistan,0,0,0,0,2,33,280," Athens, Greece"
Boxing,2004,Algeria,0,0,0,0,7,33,280," Athens, Greece"
Boxing,2004,Haiti,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,Italy,0,0,1,1,6,33,280," Athens, Greece"
Boxing,2004,Puerto Rico,0,0,0,0,5,33,280," Athens, Greece"
Boxing,2004,Sweden,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,Nigeria,0,0,0,0,7,33,280," Athens, Greece"
Boxing,2004,Thailand,1,1,1,3,6,33,280," Athens, Greece"
Boxing,2004,Philippines,0,0,0,0,4,33,280," Athens, Greece"
Boxing,2004,Argentina,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,Australia,0,0,0,0,9,33,280," Athens, Greece"
Boxing,2004,Ecuador,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,China,0,0,1,1,6,33,280," Athens, Greece"
Boxing,2004,Tunisia,0,0,0,0,5,33,280," Athens, Greece"
Boxing,2004,Zambia,0,0,0,0,2,33,280," Athens, Greece"
Boxing,2004,Bulgaria,0,0,1,1,5,33,280," Athens, Greece"
Boxing,2004,Dominican Republic,0,0,0,0,5,33,280," Athens, Greece"
Boxing,2004,Croatia,0,0,0,0,2,33,280," Athens, Greece"
Boxing,2004,Tajikistan,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,Colombia,0,0,0,0,5,33,280," Athens, Greece"
Boxing,2004,Venezuela,0,0,0,0,7,33,280," Athens, Greece"
Boxing,2004,Ukraine,0,0,0,0,6,33,280," Athens, Greece"
Boxing,2004,Cape Verde,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,South Africa,0,0,0,0,3,33,280," Athens, Greece"
Boxing,2004,Canada,0,0,0,0,5,33,280," Athens, Greece"
Boxing,2004,Greece,0,0,0,0,6,33,280," Athens, Greece"
Boxing,2004,Romania,0,0,1,1,3,33,280," Athens, Greece"
Boxing,2004,Moldova,0,0,0,0,2,33,280," Athens, Greece"
Boxing,2004,Tonga,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,Japan,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,Botswana,0,0,0,0,2,33,280," Athens, Greece"
Boxing,2004,Georgia,0,0,0,0,2,33,280," Athens, Greece"
Boxing,2004,Lithuania,0,0,0,0,2,33,280," Athens, Greece"
Boxing,2004,Seychelles,0,0,0,0,1,33,280," Athens, Greece"
Boxing,2004,Uganda,0,0,0,0,5,33,280," Athens, Greece"
Boxing,2004,Great Britain,0,1,0,1,1,33,280," Athens, Greece"
Boxing,2004,North Korea,0,1,0,1,2,33,280," Athens, Greece"
Boxing,2004,Germany,0,0,2,2,4,33,280," Athens, Greece"
Boxing,2004,India,0,0,0,0,4,33,280," Athens, Greece"
Boxing,2004,Poland,0,0,0,0,3,33,280," Athens, Greece"
Boxing,2004,Ireland,0,0,0,0,1,33,280," Athens, Greece"
